                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    153,                0.61357,                0.41134,                 1.0419,                0.94039,                      1,                0.99262,                0.76385,                 0.8705,                0.52937,                 1.4215,              0.0069904,              0.0069904,              0.0069904
                    154,                 0.5839,                0.40073,                0.98901,                0.86301,                      1,                0.97932,                0.73611,                0.87271,                0.59794,                 1.4376,              0.0069706,              0.0069706,              0.0069706
                    155,                0.56256,                0.38452,                0.98551,                0.97975,                   0.95,                0.99045,                 0.7771,                0.80986,                0.53551,                 1.3076,              0.0069508,              0.0069508,              0.0069508
                    156,                0.64118,                0.42736,                 1.0269,                0.97975,                   0.95,                0.99045,                 0.7771,                0.80986,                0.53551,                 1.3076,               0.006931,               0.006931,               0.006931
                    157,                0.57655,                0.40274,                0.98752,                0.98339,                      1,                  0.995,                0.78174,                0.78673,                0.48112,                  1.283,              0.0069112,              0.0069112,              0.0069112
                    158,                0.61559,                0.42642,                 1.0168,                0.95051,                0.96073,                0.99262,                0.77357,                0.82353,                0.49772,                 1.4492,              0.0068914,              0.0068914,              0.0068914
                    159,                 0.5703,                0.38641,                0.99906,                0.97086,                    0.9,                0.98372,                0.78301,                0.82027,                0.59236,                 1.4885,              0.0068716,              0.0068716,              0.0068716
                    160,                0.62511,                0.44621,                 1.0264,                0.97086,                    0.9,                0.98372,                0.78301,                0.82027,                0.59236,                 1.4885,              0.0068518,              0.0068518,              0.0068518
                    161,                0.59929,                 0.4244,                 1.0214,                      1,                0.98159,                  0.995,                0.78189,                0.82031,                0.56157,                 1.4392,               0.006832,               0.006832,               0.006832
                    162,                0.58277,                0.39434,                0.98751,                0.94109,                      1,                0.99262,                0.79954,                 0.8017,                0.47803,                 1.3531,              0.0068122,              0.0068122,              0.0068122
                    163,                0.58546,                0.39969,                  1.015,                      1,                0.88382,                  0.975,                0.76974,                 0.8357,                 0.5412,                  1.421,              0.0067924,              0.0067924,              0.0067924
                    164,                0.56827,                0.42177,                 1.0044,                      1,                0.88382,                  0.975,                0.76974,                 0.8357,                 0.5412,                  1.421,              0.0067726,              0.0067726,              0.0067726
                    165,                0.56778,                0.37814,                 1.0092,                0.98682,                    0.6,                0.74081,                0.54627,                 0.9504,                 1.0722,                 1.5483,              0.0067528,              0.0067528,              0.0067528
                    166,                0.58398,                0.40794,                 1.0402,                      1,                0.69923,                 0.8204,                0.62216,                0.90217,                 0.8377,                 1.4591,               0.006733,               0.006733,               0.006733
                    167,                0.59419,                0.39725,                  1.006,                0.94063,                    0.9,                0.95028,                0.75585,                0.82116,                0.53541,                 1.4292,              0.0067132,              0.0067132,              0.0067132
                    168,                0.62619,                0.43647,                 1.0553,                0.94063,                    0.9,                0.95028,                0.75585,                0.82116,                0.53541,                 1.4292,              0.0066934,              0.0066934,              0.0066934
                    169,                0.61483,                0.47002,                 1.0211,                0.99162,                      1,                  0.995,                0.78446,                0.88817,                0.43918,                 1.5556,              0.0066736,              0.0066736,              0.0066736
                    170,                0.64663,                0.40791,                 1.0509,                 0.9806,                      1,                  0.995,                0.78631,                0.89987,                0.47659,                 1.5578,              0.0066538,              0.0066538,              0.0066538
                    171,                0.62548,                 0.4311,                0.98772,                      1,                0.99066,                  0.995,                0.75542,                0.93642,                0.56864,                 1.5411,               0.006634,               0.006634,               0.006634
                    172,                0.55497,                0.41617,                 1.0076,                      1,                0.99066,                  0.995,                0.75542,                0.93642,                0.56864,                 1.5411,              0.0066142,              0.0066142,              0.0066142
                    173,                0.60359,                 0.4087,                0.98633,                      1,                0.99496,                  0.995,                0.77635,                0.87356,                0.48186,                 1.5334,              0.0065944,              0.0065944,              0.0065944
                    174,                0.61006,                0.45094,                 1.0388,                0.96496,                      1,                  0.995,                0.77133,                0.96765,                0.52804,                 1.5936,              0.0065746,              0.0065746,              0.0065746
                    175,                0.55425,                0.43905,                 1.0366,                0.89017,                   0.95,                0.93083,                0.69684,                 1.0679,                0.71576,                 1.6866,              0.0065548,              0.0065548,              0.0065548
                    176,                0.55005,                0.37307,                0.99064,                0.89017,                   0.95,                0.93083,                0.69684,                 1.0679,                0.71576,                 1.6866,               0.006535,               0.006535,               0.006535
                    177,                0.57632,                0.41865,                 1.0147,                0.91429,                   0.95,                0.98045,                0.74431,                0.93471,                0.71713,                 1.5418,              0.0065152,              0.0065152,              0.0065152
                    178,                0.64295,                0.42368,                 1.0489,                0.92727,                      1,                0.99024,                0.72429,                 1.0379,                0.60283,                  1.713,              0.0064954,              0.0064954,              0.0064954
                    179,                0.62652,                0.41642,                   1.02,                0.98384,                      1,                  0.995,                0.77889,                0.83762,                0.51353,                 1.4617,              0.0064756,              0.0064756,              0.0064756
                    180,                 0.5834,                0.37398,                 0.9966,                0.98384,                      1,                  0.995,                0.77889,                0.83762,                0.51353,                 1.4617,              0.0064558,              0.0064558,              0.0064558
                    181,                0.58645,                0.37595,                0.99383,                 0.9883,                   0.95,                0.97726,                0.77544,                0.83369,                0.54495,                  1.467,               0.006436,               0.006436,               0.006436
                    182,                0.55026,                0.41557,                 0.9807,                0.99624,                      1,                  0.995,                0.77119,                0.79074,                0.48012,                 1.4237,              0.0064162,              0.0064162,              0.0064162
                    183,                0.54733,                0.37943,                0.98494,                0.97382,                   0.95,                0.99045,                0.75668,                 0.8593,                0.49566,                 1.4636,              0.0063964,              0.0063964,              0.0063964
                    184,                0.54639,                0.39153,                 1.0069,                0.97382,                   0.95,                0.99045,                0.75668,                 0.8593,                0.49566,                 1.4636,              0.0063766,              0.0063766,              0.0063766
                    185,                 0.5525,                0.39752,                 1.0103,                0.94649,                      1,                  0.995,                0.73505,                0.89582,                0.51822,                 1.5188,              0.0063568,              0.0063568,              0.0063568
                    186,                0.56493,                0.38207,                0.99963,                0.95709,                      1,                  0.995,                0.77136,                0.82813,                0.47254,                 1.4496,               0.006337,               0.006337,               0.006337
                    187,                0.54294,                0.40357,                 1.0218,                0.98285,                      1,                  0.995,                0.78921,                0.79295,                 0.4545,                  1.405,              0.0063172,              0.0063172,              0.0063172
                    188,                0.58536,                0.37981,                 0.9845,                0.98285,                      1,                  0.995,                0.78921,                0.79295,                 0.4545,                  1.405,              0.0062974,              0.0062974,              0.0062974
                    189,                0.56792,                0.38502,                0.96424,                0.95195,                0.99105,                0.99262,                0.74749,                0.90531,                0.48231,                 1.5214,              0.0062776,              0.0062776,              0.0062776
                    190,                0.56131,                0.37438,                0.97665,                0.90882,                0.99685,                0.98591,                0.73692,                0.92458,                 0.5045,                 1.5526,              0.0062578,              0.0062578,              0.0062578
                    191,                0.54249,                0.38165,                  1.012,                 0.9771,                    0.9,                0.98196,                 0.7646,                0.82061,                0.47462,                  1.416,               0.006238,               0.006238,               0.006238
                    192,                0.58498,                0.39347,                 1.0077,                 0.9771,                    0.9,                0.98196,                 0.7646,                0.82061,                0.47462,                  1.416,              0.0062182,              0.0062182,              0.0062182
                    193,                0.58472,                 0.3935,                  0.993,                0.98771,                      1,                  0.995,                0.79733,                0.83548,                0.41648,                 1.4926,              0.0061984,              0.0061984,              0.0061984
                    194,                0.57534,                0.40538,                0.99985,                 0.9934,                      1,                  0.995,                0.77367,                0.89221,                0.47647,                 1.4541,              0.0061786,              0.0061786,              0.0061786
                    195,                0.52382,                0.39995,                0.94578,                0.99718,                      1,                  0.995,                0.77809,                0.93638,                0.46056,                 1.5538,              0.0061588,              0.0061588,              0.0061588
                    196,                0.57232,                0.39931,                0.99362,                0.99718,                      1,                  0.995,                0.77809,                0.93638,                0.46056,                 1.5538,               0.006139,               0.006139,               0.006139
                    197,                0.52468,                0.37257,                0.97825,                0.95214,                0.99485,                0.99262,                0.74048,                0.87192,                0.50679,                 1.4313,              0.0061192,              0.0061192,              0.0061192
                    198,                0.55438,                0.34084,                0.96266,                0.99129,                   0.95,                0.98848,                0.80437,                0.81331,                0.52486,                 1.3858,              0.0060994,              0.0060994,              0.0060994
                    199,                 0.5782,                0.37554,                0.99666,                0.99637,                   0.95,                0.99262,                0.78371,                 0.8694,                0.49494,                 1.4645,              0.0060796,              0.0060796,              0.0060796
                    200,                0.52817,                 0.3814,                 1.0075,                0.99637,                   0.95,                0.99262,                0.78371,                 0.8694,                0.49494,                 1.4645,              0.0060598,              0.0060598,              0.0060598
                    201,                0.54369,                0.36525,                0.97716,                      1,                0.99866,                  0.995,                0.79197,                0.79022,                0.39514,                 1.4063,                0.00604,                0.00604,                0.00604
                    202,                0.56057,                0.38873,                 1.0146,                0.99719,                      1,                  0.995,                0.80418,                0.82703,                0.41239,                 1.4644,              0.0060202,              0.0060202,              0.0060202
                    203,                0.51533,                0.35478,                0.97197,                0.99638,                      1,                  0.995,                0.78885,                 0.8445,                0.44133,                 1.5102,              0.0060004,              0.0060004,              0.0060004
                    204,                0.57207,                0.39562,                 1.0005,                0.99638,                      1,                  0.995,                0.78885,                 0.8445,                0.44133,                 1.5102,              0.0059806,              0.0059806,              0.0059806
                    205,                 0.5239,                0.34784,                0.96574,                0.99541,                      1,                  0.995,                0.77785,                0.88326,                0.45054,                 1.6152,              0.0059608,              0.0059608,              0.0059608
                    206,                 0.5797,                0.39919,                 1.0182,                0.99359,                      1,                  0.995,                0.74834,                0.94016,                 0.4709,                 1.6717,               0.005941,               0.005941,               0.005941
                    207,                0.50667,                0.36883,                0.97966,                      1,                0.99906,                  0.995,                0.74073,                0.99067,                0.45218,                  1.737,              0.0059212,              0.0059212,              0.0059212
                    208,                0.52141,                0.38204,                0.98335,                      1,                0.99906,                  0.995,                0.74073,                0.99067,                0.45218,                  1.737,              0.0059014,              0.0059014,              0.0059014
                    209,                 0.5028,                0.35562,                0.96213,                0.99365,                      1,                  0.995,                0.70125,                 1.0536,                 0.4441,                 1.7512,              0.0058816,              0.0058816,              0.0058816
                    210,                0.48445,                0.33605,                0.98341,                0.98785,                      1,                  0.995,                0.71884,                 1.0447,                0.42309,                  1.754,              0.0058618,              0.0058618,              0.0058618
                    211,                0.51233,                0.37702,                0.96065,                0.99452,                      1,                  0.995,                 0.7314,                 1.0004,                0.43262,                 1.7337,               0.005842,               0.005842,               0.005842
                    212,                0.48351,                0.36385,                0.96113,                0.99452,                      1,                  0.995,                 0.7314,                 1.0004,                0.43262,                 1.7337,              0.0058222,              0.0058222,              0.0058222
                    213,                 0.5379,                 0.3732,                0.98314,                 0.9954,                      1,                  0.995,                0.72541,                 1.0058,                0.47418,                  1.752,              0.0058024,              0.0058024,              0.0058024
                    214,                0.53208,                0.37226,                 1.0032,                0.97965,                      1,                  0.995,                0.72871,                0.91879,                0.47974,                 1.6175,              0.0057826,              0.0057826,              0.0057826
                    215,                0.55437,                0.39759,                 1.0198,                0.95391,                      1,                  0.995,                0.70814,                0.96294,                0.48303,                 1.6351,              0.0057628,              0.0057628,              0.0057628
                    216,                 0.4992,                0.35047,                0.94973,                0.95391,                      1,                  0.995,                0.70814,                0.96294,                0.48303,                 1.6351,               0.005743,               0.005743,               0.005743
                    217,                0.51939,                0.37035,                 1.0162,                0.98604,                      1,                  0.995,                0.71347,                0.92013,                0.52863,                  1.578,              0.0057232,              0.0057232,              0.0057232
                    218,                0.49488,                0.32722,                0.97893,                0.96225,                      1,                  0.995,                0.72447,                 1.0013,                0.51044,                 1.6712,              0.0057034,              0.0057034,              0.0057034
                    219,                0.55049,                0.38234,                0.98333,                0.97252,                      1,                  0.995,                0.71861,                 1.0029,                0.49833,                 1.6244,              0.0056836,              0.0056836,              0.0056836
                    220,                0.53301,                0.38445,                0.97837,                0.97252,                      1,                  0.995,                0.71861,                 1.0029,                0.49833,                 1.6244,              0.0056638,              0.0056638,              0.0056638
                    221,                0.48278,                0.35526,                0.92554,                0.94958,                      1,                  0.995,                0.70375,                 1.0383,                0.52869,                 1.6256,               0.005644,               0.005644,               0.005644
                    222,                0.53935,                0.37739,                  1.021,                0.95138,                      1,                  0.995,                0.73099,                 1.0178,                0.56009,                 1.6543,              0.0056242,              0.0056242,              0.0056242
                    223,                0.51082,                0.36623,                0.97973,                0.98678,                      1,                  0.995,                 0.7601,                0.87269,                0.54484,                 1.5421,              0.0056044,              0.0056044,              0.0056044
                    224,                0.48915,                0.34684,                0.94706,                0.98678,                      1,                  0.995,                 0.7601,                0.87269,                0.54484,                 1.5421,              0.0055846,              0.0055846,              0.0055846
                    225,                0.49483,                0.37188,                0.98272,                0.99151,                      1,                  0.995,                0.76132,                0.95077,                0.54393,                 1.6277,              0.0055648,              0.0055648,              0.0055648
                    226,                0.51066,                0.37022,                0.99914,                0.96707,                      1,                  0.995,                0.79244,                0.87977,                0.52468,                 1.5376,               0.005545,               0.005545,               0.005545
                    227,                0.44969,                0.34674,                0.95639,                0.96921,                      1,                  0.995,                0.79534,                0.82268,                0.43399,                 1.4619,              0.0055252,              0.0055252,              0.0055252
                    228,                0.53309,                0.38699,                0.97585,                0.96921,                      1,                  0.995,                0.79534,                0.82268,                0.43399,                 1.4619,              0.0055054,              0.0055054,              0.0055054
                    229,                0.51647,                0.37036,                0.99414,                0.97932,                      1,                  0.995,                0.80689,                0.79574,                0.41627,                 1.3955,              0.0054856,              0.0054856,              0.0054856
                    230,                0.50485,                0.35754,                0.98413,                0.97442,                      1,                  0.995,                0.79985,                0.84729,                0.46307,                 1.4675,              0.0054658,              0.0054658,              0.0054658
                    231,                0.58579,                0.39421,                 1.0315,                      1,                0.97732,                  0.995,                0.79108,                0.87031,                0.43544,                 1.4787,               0.005446,               0.005446,               0.005446
                    232,                0.48461,                0.36194,                0.96724,                      1,                0.97732,                  0.995,                0.79108,                0.87031,                0.43544,                 1.4787,              0.0054262,              0.0054262,              0.0054262
                    233,                 0.5193,                0.34733,                0.98796,                0.94729,                      1,                0.99024,                 0.7568,                0.94762,                0.46361,                 1.5236,              0.0054064,              0.0054064,              0.0054064
                    234,                0.48108,                0.32061,                0.98196,                0.95235,                0.99932,                 0.9831,                0.75368,                  1.015,                0.49473,                 1.6036,              0.0053866,              0.0053866,              0.0053866
                    235,                 0.4963,                0.32396,                0.96743,                0.94986,                 0.9473,                0.98045,                0.71758,                0.98964,                0.52109,                  1.627,              0.0053668,              0.0053668,              0.0053668
                    236,                0.49575,                0.35751,                0.99733,                0.94986,                 0.9473,                0.98045,                0.71758,                0.98964,                0.52109,                  1.627,               0.005347,               0.005347,               0.005347
                    237,                0.53957,                0.35957,                 1.0097,                0.86828,                      1,                0.97143,                0.72274,                0.99387,                0.54767,                 1.6772,              0.0053272,              0.0053272,              0.0053272
                    238,                0.49451,                0.32426,                 0.9545,                0.90076,                   0.95,                0.97238,                0.74678,                 0.9695,                0.54416,                 1.6195,              0.0053074,              0.0053074,              0.0053074
                    239,                0.49534,                0.34359,                0.99869,                0.90165,                   0.95,                0.98024,                0.76921,                0.93714,                0.52579,                 1.5264,              0.0052876,              0.0052876,              0.0052876
                    240,                0.46721,                0.31347,                0.97137,                0.90165,                   0.95,                0.98024,                0.76921,                0.93714,                0.52579,                 1.5264,              0.0052678,              0.0052678,              0.0052678
                    241,                0.55019,                0.35603,                0.99749,                0.90879,                0.99652,                0.98795,                  0.764,                0.90139,                 0.4929,                 1.4779,               0.005248,               0.005248,               0.005248
                    242,                0.48656,                0.33262,                0.95638,                 0.9518,                0.98783,                0.99262,                0.78482,                0.89827,                0.50182,                 1.4551,              0.0052282,              0.0052282,              0.0052282
                    243,                0.46672,                0.34695,                0.95099,                0.95206,                      1,                0.99262,                 0.7558,                0.95305,                0.52253,                 1.4877,              0.0052084,              0.0052084,              0.0052084
                    244,                0.44385,                0.33292,                0.93856,                0.95206,                      1,                0.99262,                 0.7558,                0.95305,                0.52253,                 1.4877,              0.0051886,              0.0051886,              0.0051886
                    245,                0.48518,                0.34855,                0.97773,                0.90772,                      1,                0.98545,                0.68281,                 1.0523,                0.57184,                 1.5768,              0.0051688,              0.0051688,              0.0051688
                    246,                0.46266,                0.33939,                0.96819,                0.99194,                      1,                  0.995,                0.70623,                 1.0361,                0.52743,                 1.5901,               0.005149,               0.005149,               0.005149
                    247,                0.47891,                0.35146,                 0.9589,                0.93502,                    0.9,                 0.9571,                0.64907,                 1.1399,                0.72635,                 1.6443,              0.0051292,              0.0051292,              0.0051292
                    248,                0.47212,                0.34526,                0.92816,                0.93502,                    0.9,                 0.9571,                0.64907,                 1.1399,                0.72635,                 1.6443,              0.0051094,              0.0051094,              0.0051094
                    249,                0.51061,                0.40842,                0.98029,                0.98084,                    0.7,                0.85802,                0.55278,                 1.2443,                 1.1296,                 1.6928,              0.0050896,              0.0050896,              0.0050896
                    250,                0.45433,                0.35408,                0.92964,                0.98122,                   0.75,                 0.8684,                0.59568,                 1.1835,                0.96868,                 1.6851,              0.0050698,              0.0050698,              0.0050698
                    251,                 0.4785,                0.33183,                0.96817,                0.95202,                0.99235,                0.98786,                0.72632,                 1.0402,                0.50408,                   1.61,                0.00505,                0.00505,                0.00505
                    252,                0.45986,                0.31235,                 0.9469,                0.95202,                0.99235,                0.98786,                0.72632,                 1.0402,                0.50408,                   1.61,              0.0050302,              0.0050302,              0.0050302
                    253,                0.48591,                0.38334,                0.96172,                0.94229,                   0.95,                0.98598,                0.73728,                 1.0337,                0.52789,                 1.6089,              0.0050104,              0.0050104,              0.0050104
                    254,                0.48702,                 0.3489,                0.95907,                0.94675,                      1,                0.99262,                0.77961,                 0.9671,                0.49916,                  1.639,              0.0049906,              0.0049906,              0.0049906
                    255,                0.44655,                0.32759,                0.92071,                 0.9369,                   0.95,                0.98348,                0.76411,                0.97831,                0.51783,                 1.7078,              0.0049708,              0.0049708,              0.0049708
                    256,                0.44001,                0.31061,                0.93587,                 0.9369,                   0.95,                0.98348,                0.76411,                0.97831,                0.51783,                 1.7078,               0.004951,               0.004951,               0.004951
                    257,                0.48955,                0.34239,                0.94231,                0.90102,                      1,                0.98545,                0.75577,                0.91917,                0.55422,                 1.6539,              0.0049312,              0.0049312,              0.0049312
                    258,                0.44815,                0.33365,                0.96672,                0.90425,                      1,                0.98295,                0.79437,                0.87299,                0.55374,                 1.5712,              0.0049114,              0.0049114,              0.0049114
                    259,                0.47017,                0.34646,                0.94601,                0.90146,                      1,                0.99045,                0.79512,                0.84566,                0.53593,                 1.5083,              0.0048916,              0.0048916,              0.0048916
                    260,                0.48708,                0.34322,                 0.9554,                0.90146,                      1,                0.99045,                0.79512,                0.84566,                0.53593,                 1.5083,              0.0048718,              0.0048718,              0.0048718
                    261,                0.45193,                0.32653,                0.92587,                0.95986,                   0.95,                0.99045,                0.79834,                0.83769,                0.49696,                 1.5204,               0.004852,               0.004852,               0.004852
                    262,                 0.4388,                0.32586,                0.96304,                0.96109,                   0.95,                0.99045,                0.77218,                 0.8264,                0.51194,                 1.5012,              0.0048322,              0.0048322,              0.0048322
                    263,                0.45821,                0.30013,                0.93346,                0.94824,                      1,                0.99262,                0.78085,                0.84343,                0.50202,                 1.5114,              0.0048124,              0.0048124,              0.0048124
                    264,                0.43301,                0.33693,                0.94283,                0.94824,                      1,                0.99262,                0.78085,                0.84343,                0.50202,                 1.5114,              0.0047926,              0.0047926,              0.0047926
                    265,                0.47186,                0.33595,                0.95231,                0.94782,                      1,                0.99262,                0.79885,                0.83028,                0.49978,                 1.4642,              0.0047728,              0.0047728,              0.0047728
                    266,                0.48581,                0.34249,                0.96551,                 0.9494,                      1,                0.99262,                0.79293,                0.83486,                0.48097,                 1.4523,               0.004753,               0.004753,               0.004753
                    267,                0.44114,                0.31443,                0.93729,                0.94492,                   0.95,                0.98098,                0.79357,                0.77879,                0.48337,                 1.3889,              0.0047332,              0.0047332,              0.0047332
                    268,                0.41987,                0.29588,                0.94024,                0.94492,                   0.95,                0.98098,                0.79357,                0.77879,                0.48337,                 1.3889,              0.0047134,              0.0047134,              0.0047134
                    269,                0.44296,                0.30396,                 0.9153,                0.94627,                   0.95,                0.97204,                0.80396,                0.76693,                 0.4773,                 1.3454,              0.0046936,              0.0046936,              0.0046936
                    270,                0.44625,                0.32521,                0.93314,                0.94246,                   0.95,                0.97346,                0.78628,                0.77874,                0.47624,                 1.3546,              0.0046738,              0.0046738,              0.0046738
                    271,                0.46585,                0.34066,                0.97413,                0.94794,                   0.95,                   0.98,                0.77005,                0.85266,                0.46983,                 1.5141,               0.004654,               0.004654,               0.004654
                    272,                0.46407,                 0.3836,                0.94663,                0.94794,                   0.95,                   0.98,                0.77005,                0.85266,                0.46983,                 1.5141,              0.0046342,              0.0046342,              0.0046342
                    273,                0.41605,                0.30998,                0.93486,                0.94714,                0.89603,                0.97044,                0.76612,                0.84955,                0.53739,                 1.5051,              0.0046144,              0.0046144,              0.0046144
                    274,                0.44806,                0.35499,                0.97284,                0.94638,                0.88304,                0.95961,                0.73793,                0.87868,                 0.5672,                 1.5352,              0.0045946,              0.0045946,              0.0045946
                    275,                0.43743,                0.32227,                0.93857,                0.96925,                      1,                  0.995,                0.77735,                0.82126,                0.43528,                 1.4434,              0.0045748,              0.0045748,              0.0045748
                    276,                0.43818,                0.32488,                0.94752,                0.96925,                      1,                  0.995,                0.77735,                0.82126,                0.43528,                 1.4434,               0.004555,               0.004555,               0.004555
                    277,                0.43154,                0.31235,                0.94586,                0.99623,                      1,                  0.995,                0.80628,                0.79454,                0.41844,                 1.4122,              0.0045352,              0.0045352,              0.0045352
                    278,                0.39582,                0.30416,                0.92014,                      1,                0.99669,                  0.995,                0.77556,                0.85312,                0.49086,                  1.481,              0.0045154,              0.0045154,              0.0045154
                    279,                0.43229,                 0.3227,                0.95486,                      1,                0.94536,                0.99262,                0.78199,                0.85725,                 0.4981,                 1.4555,              0.0044956,              0.0044956,              0.0044956
                    280,                0.43332,                0.31721,                0.92505,                      1,                0.94536,                0.99262,                0.78199,                0.85725,                 0.4981,                 1.4555,              0.0044758,              0.0044758,              0.0044758
                    281,                0.41936,                0.31065,                0.94741,                0.99683,                    0.9,                0.98598,                0.75314,                0.95648,                0.53939,                 1.6419,               0.004456,               0.004456,               0.004456
                    282,                0.42422,                0.30327,                0.90314,                0.99591,                    0.9,                0.97583,                 0.7658,                0.90024,                 0.4911,                 1.6417,              0.0044362,              0.0044362,              0.0044362
                    283,                0.43652,                 0.3058,                 0.9317,                      1,                0.99667,                  0.995,                0.77966,                0.91616,                0.39912,                 1.6994,              0.0044164,              0.0044164,              0.0044164
                    284,                0.42903,                0.31817,                0.91434,                      1,                0.99667,                  0.995,                0.77966,                0.91616,                0.39912,                 1.6994,              0.0043966,              0.0043966,              0.0043966
                    285,                0.41056,                0.28952,                0.89727,                0.99757,                      1,                  0.995,                0.78416,                0.90457,                 0.3913,                 1.7053,              0.0043768,              0.0043768,              0.0043768
                    286,                0.40011,                0.34753,                0.92813,                0.99547,                   0.95,                0.98848,                0.75383,                0.93152,                0.40555,                 1.7658,               0.004357,               0.004357,               0.004357
                    287,                0.41436,                0.31301,                0.94416,                0.99645,                   0.95,                0.96139,                0.73841,                0.92944,                0.46699,                 1.7549,              0.0043372,              0.0043372,              0.0043372
                    288,                0.39176,                 0.2941,                0.90726,                0.99645,                   0.95,                0.96139,                0.73841,                0.92944,                0.46699,                 1.7549,              0.0043174,              0.0043174,              0.0043174
                    289,                0.40532,                0.31391,                0.92289,                0.99533,                   0.95,                0.97064,                0.74477,                0.91125,                0.45427,                 1.7451,              0.0042976,              0.0042976,              0.0042976
                    290,                0.41687,                0.29701,                0.93664,                0.99557,                   0.95,                0.99262,                 0.7628,                0.90405,                0.43634,                 1.7081,              0.0042778,              0.0042778,              0.0042778
                    291,                0.42899,                 0.3275,                0.94793,                0.99597,                      1,                  0.995,                0.78363,                0.84137,                0.37163,                 1.6494,               0.004258,               0.004258,               0.004258
                    292,                0.40053,                0.30235,                0.94811,                0.99597,                      1,                  0.995,                0.78363,                0.84137,                0.37163,                 1.6494,              0.0042382,              0.0042382,              0.0042382
                    293,                0.40816,                0.29699,                0.91991,                0.98944,                      1,                  0.995,                0.82438,                0.76725,                0.37559,                 1.5109,              0.0042184,              0.0042184,              0.0042184
                    294,                0.39829,                0.28463,                0.91464,                0.99009,                      1,                  0.995,                0.80267,                0.78446,                0.37089,                 1.5683,              0.0041986,              0.0041986,              0.0041986
                    295,                0.41901,                0.31016,                0.92118,                0.99302,                      1,                  0.995,                 0.7989,                0.77353,                0.35634,                 1.5613,              0.0041788,              0.0041788,              0.0041788
                    296,                0.46298,                0.33139,                0.94508,                0.99302,                      1,                  0.995,                 0.7989,                0.77353,                0.35634,                 1.5613,               0.004159,               0.004159,               0.004159
                    297,                0.38589,                 0.3165,                0.92445,                0.99631,                      1,                  0.995,                0.80397,                 0.7924,                0.35139,                 1.5784,              0.0041392,              0.0041392,              0.0041392
                    298,                0.42441,                0.35144,                0.94491,                0.99573,                      1,                  0.995,                0.80644,                0.82503,                0.35264,                 1.6232,              0.0041194,              0.0041194,              0.0041194
                    299,                0.41922,                0.32148,                0.94335,                0.99665,                      1,                  0.995,                0.80157,                0.80662,                0.39649,                 1.5917,              0.0040996,              0.0040996,              0.0040996
                    300,                 0.4041,                0.30714,                0.91645,                0.99665,                      1,                  0.995,                0.80157,                0.80662,                0.39649,                 1.5917,              0.0040798,              0.0040798,              0.0040798
                    301,                 0.3996,                0.31178,                0.93469,                0.99687,                      1,                  0.995,                0.80713,                0.80031,                0.38915,                 1.5352,                0.00406,                0.00406,                0.00406
                    302,                0.41347,                0.28518,                0.92185,                0.99663,                      1,                  0.995,                0.81965,                0.80028,                0.38331,                 1.5239,              0.0040402,              0.0040402,              0.0040402
                    303,                0.42325,                0.30122,                 0.9163,                0.99595,                      1,                  0.995,                0.79437,                0.85491,                 0.3946,                 1.6287,              0.0040204,              0.0040204,              0.0040204
                    304,                 0.3849,                0.30524,                0.95089,                0.99595,                      1,                  0.995,                0.79437,                0.85491,                 0.3946,                 1.6287,              0.0040006,              0.0040006,              0.0040006
                    305,                0.42807,                0.30313,                0.91363,                0.99744,                      1,                  0.995,                 0.7913,                0.88049,                 0.4375,                  1.699,              0.0039808,              0.0039808,              0.0039808
                    306,                0.46447,                0.34398,                0.94617,                0.99104,                      1,                  0.995,                0.79901,                0.84485,                0.41117,                 1.6266,               0.003961,               0.003961,               0.003961
                    307,                0.42475,                0.31818,                0.92499,                0.99152,                      1,                  0.995,                0.79877,                 0.7846,                0.35747,                 1.5587,              0.0039412,              0.0039412,              0.0039412
                    308,                 0.4093,                0.30166,                0.93853,                0.99152,                      1,                  0.995,                0.79877,                 0.7846,                0.35747,                 1.5587,              0.0039214,              0.0039214,              0.0039214
                    309,                0.36636,                 0.2764,                 0.9221,                0.99039,                      1,                  0.995,                0.79112,                0.79975,                0.37827,                 1.6024,              0.0039016,              0.0039016,              0.0039016
                    310,                0.46047,                0.32897,                0.95119,                0.99205,                      1,                  0.995,                0.79378,                0.79192,                0.37829,                 1.5545,              0.0038818,              0.0038818,              0.0038818
                    311,                0.43959,                0.29265,                0.95715,                0.95233,                0.99899,                0.99262,                0.80002,                0.80206,                0.40213,                 1.5029,               0.003862,               0.003862,               0.003862
                    312,                0.40481,                0.29476,                0.96144,                0.95233,                0.99899,                0.99262,                0.80002,                0.80206,                0.40213,                 1.5029,              0.0038422,              0.0038422,              0.0038422
                    313,                0.43293,                0.31058,                0.92743,                      1,                0.94819,                0.99045,                0.78631,                0.83917,                0.46438,                 1.4947,              0.0038224,              0.0038224,              0.0038224
                    314,                0.43663,                0.31311,                0.92861,                0.95218,                0.99587,                0.99024,                0.77668,                0.87872,                0.45678,                 1.5603,              0.0038026,              0.0038026,              0.0038026
                    315,                0.39386,                0.28675,                0.90239,                0.94939,                      1,                0.99262,                0.79929,                0.80842,                0.38221,                 1.4837,              0.0037828,              0.0037828,              0.0037828
