                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    316,                 0.3955,                0.29034,                0.94801,                0.94939,                      1,                0.99262,                0.79929,                0.80842,                0.38221,                 1.4837,               0.003763,               0.003763,               0.003763
                    317,                0.40031,                0.31016,                0.94293,                0.99993,                      1,                  0.995,                0.81943,                0.77156,                 0.3853,                 1.4301,              0.0037432,              0.0037432,              0.0037432
                    318,                0.40939,                0.29683,                0.94246,                0.94978,                      1,                0.99262,                0.81265,                0.78442,                0.40418,                 1.4107,              0.0037234,              0.0037234,              0.0037234
                    319,                0.40446,                0.30991,                0.91903,                0.98271,                   0.95,                0.99045,                0.81642,                0.76366,                0.42334,                 1.3853,              0.0037036,              0.0037036,              0.0037036
                    320,                0.36083,                0.27881,                0.93432,                0.98271,                   0.95,                0.99045,                0.81642,                0.76366,                0.42334,                 1.3853,              0.0036838,              0.0036838,              0.0036838
                    321,                0.39822,                0.29884,                0.90988,                      1,                0.98652,                  0.995,                0.81833,                0.73375,                0.39118,                 1.3411,               0.003664,               0.003664,               0.003664
                    322,                0.36697,                0.26718,                0.92708,                0.99218,                      1,                  0.995,                0.82982,                0.76241,                0.38247,                 1.3818,              0.0036442,              0.0036442,              0.0036442
                    323,                0.44114,                 0.3403,                0.99438,                0.94902,                      1,                0.99262,                0.81616,                0.77477,                0.38049,                 1.3774,              0.0036244,              0.0036244,              0.0036244
                    324,                0.32392,                0.25872,                0.89878,                0.94902,                      1,                0.99262,                0.81616,                0.77477,                0.38049,                 1.3774,              0.0036046,              0.0036046,              0.0036046
                    325,                0.37563,                0.27522,                0.91583,                0.99409,                    0.9,                0.98024,                0.76304,                 0.8773,                0.52399,                 1.5284,              0.0035848,              0.0035848,              0.0035848
                    326,                0.35663,                0.26122,                0.90872,                      1,                0.93892,                0.98848,                0.78947,                0.89286,                0.49778,                 1.5538,               0.003565,               0.003565,               0.003565
                    327,                0.37495,                0.29194,                0.91868,                0.99562,                   0.95,                0.98667,                0.77164,                0.84665,                0.45738,                 1.5013,              0.0035452,              0.0035452,              0.0035452
                    328,                0.39526,                0.29398,                 0.9337,                0.99562,                   0.95,                0.98667,                0.77164,                0.84665,                0.45738,                 1.5013,              0.0035254,              0.0035254,              0.0035254
                    329,                0.40778,                0.30766,                0.92856,                0.99126,                   0.95,                0.99045,                0.77188,                0.88119,                0.47484,                   1.56,              0.0035056,              0.0035056,              0.0035056
                    330,                0.41426,                0.30173,                0.91672,                      1,                0.99279,                  0.995,                0.78605,                0.83193,                0.43071,                  1.433,              0.0034858,              0.0034858,              0.0034858
                    331,                0.42893,                0.32188,                0.96693,                0.99394,                      1,                  0.995,                0.81059,                0.80342,                0.40938,                 1.4028,               0.003466,               0.003466,               0.003466
                    332,                0.37157,                0.27862,                0.92781,                0.99394,                      1,                  0.995,                0.81059,                0.80342,                0.40938,                 1.4028,              0.0034462,              0.0034462,              0.0034462
                    333,                0.37999,                0.26397,                0.91116,                0.98734,                      1,                  0.995,                 0.8019,                0.81175,                0.43937,                 1.4591,              0.0034264,              0.0034264,              0.0034264
                    334,                0.36897,                0.26266,                0.90519,                0.99308,                      1,                  0.995,                0.80673,                0.80105,                 0.4402,                 1.4344,              0.0034066,              0.0034066,              0.0034066
                    335,                0.37555,                 0.2651,                0.90929,                0.95229,                0.99815,                0.99262,                0.79973,                0.81536,                0.43359,                 1.5218,              0.0033868,              0.0033868,              0.0033868
                    336,                0.34413,                0.25756,                0.88884,                0.95229,                0.99815,                0.99262,                0.79973,                0.81536,                0.43359,                 1.5218,               0.003367,               0.003367,               0.003367
                    337,                0.36454,                0.26628,                0.89478,                0.95001,                      1,                  0.995,                0.79005,                0.82486,                 0.4421,                 1.5451,              0.0033472,              0.0033472,              0.0033472
                    338,                0.35423,                0.27955,                0.89946,                0.98591,                      1,                  0.995,                 0.7739,                0.84103,                0.40777,                 1.5704,              0.0033274,              0.0033274,              0.0033274
                    339,                0.35749,                0.26111,                0.90999,                0.97827,                      1,                  0.995,                0.79323,                0.81769,                0.39344,                 1.5732,              0.0033076,              0.0033076,              0.0033076
                    340,                0.37678,                0.27779,                0.89977,                0.97827,                      1,                  0.995,                0.79323,                0.81769,                0.39344,                 1.5732,              0.0032878,              0.0032878,              0.0032878
                    341,                0.38197,                0.29189,                0.93446,                0.97366,                      1,                  0.995,                0.80434,                0.78428,                0.39475,                 1.4365,               0.003268,               0.003268,               0.003268
                    342,                0.37671,                0.26205,                0.92372,                0.93374,                      1,                0.99262,                0.80341,                 0.7715,                0.39883,                 1.3481,              0.0032482,              0.0032482,              0.0032482
                    343,                0.35631,                 0.2758,                0.88583,                0.95697,                      1,                  0.995,                0.81502,                0.76433,                0.39665,                 1.3312,              0.0032284,              0.0032284,              0.0032284
                    344,                0.38919,                0.28461,                0.91498,                0.95697,                      1,                  0.995,                0.81502,                0.76433,                0.39665,                 1.3312,              0.0032086,              0.0032086,              0.0032086
                    345,                0.36335,                0.26938,                0.88845,                 0.9628,                      1,                  0.995,                0.82715,                0.75717,                0.40485,                 1.3307,              0.0031888,              0.0031888,              0.0031888
                    346,                0.37128,                0.26653,                 0.9004,                0.96811,                      1,                  0.995,                0.82164,                0.78994,                0.40423,                 1.3693,               0.003169,               0.003169,               0.003169
                    347,                0.35738,                0.25122,                0.92385,                0.95136,                      1,                  0.995,                0.81456,                0.81954,                0.40115,                 1.4643,              0.0031492,              0.0031492,              0.0031492
                    348,                0.40964,                0.29957,                0.93134,                0.95136,                      1,                  0.995,                0.81456,                0.81954,                0.40115,                 1.4643,              0.0031294,              0.0031294,              0.0031294
                    349,                0.34821,                0.25484,                0.92088,                 0.9916,                      1,                  0.995,                0.80468,                0.84201,                0.39853,                 1.5572,              0.0031096,              0.0031096,              0.0031096
                    350,                0.36142,                0.24938,                0.90371,                0.99451,                      1,                  0.995,                0.80251,                 0.8478,                0.40634,                 1.6111,              0.0030898,              0.0030898,              0.0030898
                    351,                0.35874,                 0.2586,                0.91182,                0.99656,                      1,                  0.995,                0.79552,                0.83383,                0.39422,                 1.5933,                0.00307,                0.00307,                0.00307
                    352,                 0.3451,                0.26102,                0.89622,                0.99656,                      1,                  0.995,                0.79552,                0.83383,                0.39422,                 1.5933,              0.0030502,              0.0030502,              0.0030502
                    353,                0.34032,                0.26878,                0.89733,                0.99576,                      1,                  0.995,                0.79141,                0.81619,                  0.389,                 1.5661,              0.0030304,              0.0030304,              0.0030304
                    354,                0.37763,                0.29089,                0.91536,                0.99516,                      1,                  0.995,                0.79805,                0.78263,                0.40861,                 1.5411,              0.0030106,              0.0030106,              0.0030106
                    355,                0.34012,                0.26881,                0.91736,                0.99679,                      1,                  0.995,                0.81015,                0.78201,                0.37051,                 1.5522,              0.0029908,              0.0029908,              0.0029908
                    356,                0.32846,                0.25702,                 0.9035,                0.99679,                      1,                  0.995,                0.81015,                0.78201,                0.37051,                 1.5522,               0.002971,               0.002971,               0.002971
                    357,                0.33881,                0.26689,                0.89445,                0.99703,                      1,                  0.995,                0.80815,                0.73914,                0.38078,                  1.523,              0.0029512,              0.0029512,              0.0029512
                    358,                 0.3115,                0.24146,                0.87723,                0.99673,                      1,                  0.995,                 0.8046,                0.76085,                0.39689,                 1.5157,              0.0029314,              0.0029314,              0.0029314
                    359,                0.32194,                0.22814,                0.88897,                 0.9968,                      1,                  0.995,                 0.8023,                0.75045,                 0.4179,                 1.5245,              0.0029116,              0.0029116,              0.0029116
                    360,                0.31863,                0.25342,                0.91634,                 0.9968,                      1,                  0.995,                 0.8023,                0.75045,                 0.4179,                 1.5245,              0.0028918,              0.0028918,              0.0028918
                    361,                0.30972,                0.24502,                0.90155,                0.99655,                      1,                  0.995,                0.79922,                0.73499,                0.37809,                 1.5199,               0.002872,               0.002872,               0.002872
                    362,                0.32919,                0.25558,                0.89586,                0.99655,                      1,                  0.995,                0.81407,                0.73274,                 0.3802,                  1.489,              0.0028522,              0.0028522,              0.0028522
                    363,                0.32559,                 0.2363,                0.89463,                0.99687,                      1,                  0.995,                0.81189,                0.73831,                0.36883,                 1.5167,              0.0028324,              0.0028324,              0.0028324
                    364,                0.33455,                0.25231,                0.90094,                0.99687,                      1,                  0.995,                0.81189,                0.73831,                0.36883,                 1.5167,              0.0028126,              0.0028126,              0.0028126
                    365,                0.32373,                0.24043,                0.89665,                0.99697,                      1,                  0.995,                0.81258,                0.73479,                0.37233,                 1.5202,              0.0027928,              0.0027928,              0.0027928
                    366,                0.33746,                0.25023,                0.93027,                0.99669,                      1,                  0.995,                0.81549,                0.74366,                0.35367,                 1.5533,               0.002773,               0.002773,               0.002773
                    367,                 0.3576,                0.24394,                0.89855,                0.99612,                      1,                  0.995,                0.81876,                0.74964,                0.35315,                 1.5847,              0.0027532,              0.0027532,              0.0027532
                    368,                0.33086,                0.27315,                0.89236,                0.99612,                      1,                  0.995,                0.81876,                0.74964,                0.35315,                 1.5847,              0.0027334,              0.0027334,              0.0027334
                    369,                0.31964,                0.24014,                0.87431,                0.99586,                      1,                  0.995,                0.80635,                0.75656,                0.34281,                 1.6092,              0.0027136,              0.0027136,              0.0027136
                    370,                0.32858,                0.26277,                0.91018,                0.99563,                      1,                  0.995,                0.82372,                0.75583,                0.33055,                  1.586,              0.0026938,              0.0026938,              0.0026938
                    371,                0.33474,                0.24836,                0.90437,                0.99537,                      1,                  0.995,                0.82333,                0.74947,                0.34274,                 1.5905,               0.002674,               0.002674,               0.002674
                    372,                0.28631,                0.21888,                0.88617,                0.99537,                      1,                  0.995,                0.82333,                0.74947,                0.34274,                 1.5905,              0.0026542,              0.0026542,              0.0026542
                    373,                0.29767,                0.23178,                0.89356,                0.99484,                      1,                  0.995,                0.82661,                0.73152,                0.34023,                 1.5596,              0.0026344,              0.0026344,              0.0026344
                    374,                0.32582,                0.25372,                0.90131,                0.99379,                      1,                  0.995,                0.82441,                 0.7159,                0.35545,                 1.5348,              0.0026146,              0.0026146,              0.0026146
                    375,                 0.3348,                0.26064,                0.90242,                0.99267,                      1,                  0.995,                 0.8204,                0.71198,                0.35719,                 1.5313,              0.0025948,              0.0025948,              0.0025948
                    376,                0.29758,                0.22973,                0.89147,                0.99267,                      1,                  0.995,                 0.8204,                0.71198,                0.35719,                 1.5313,               0.002575,               0.002575,               0.002575
                    377,                0.30277,                0.23838,                0.87303,                0.99061,                      1,                  0.995,                0.80863,                0.72661,                0.35765,                 1.5294,              0.0025552,              0.0025552,              0.0025552
                    378,                0.33038,                0.24472,                0.89885,                0.99261,                      1,                  0.995,                0.81638,                0.72691,                0.35978,                 1.5277,              0.0025354,              0.0025354,              0.0025354
                    379,                0.30514,                0.23845,                0.87512,                0.99345,                      1,                  0.995,                0.79822,                0.75079,                0.34337,                 1.5708,              0.0025156,              0.0025156,              0.0025156
                    380,                0.33627,                0.25206,                0.89946,                0.99345,                      1,                  0.995,                0.79822,                0.75079,                0.34337,                 1.5708,              0.0024958,              0.0024958,              0.0024958
                    381,                0.30583,                0.23307,                0.88009,                0.99232,                      1,                  0.995,                0.79838,                0.76332,                0.37174,                 1.5907,               0.002476,               0.002476,               0.002476
                    382,                0.34071,                0.24498,                0.92019,                0.99381,                      1,                  0.995,                0.80138,                0.77255,                0.37979,                 1.5975,              0.0024562,              0.0024562,              0.0024562
                    383,                0.30209,                0.25238,                0.88377,                0.99473,                      1,                  0.995,                0.79271,                0.76733,                0.35838,                 1.5745,              0.0024364,              0.0024364,              0.0024364
                    384,                0.31844,                0.23468,                0.87794,                0.99473,                      1,                  0.995,                0.79271,                0.76733,                0.35838,                 1.5745,              0.0024166,              0.0024166,              0.0024166
                    385,                 0.3029,                0.23719,                0.89119,                0.99362,                      1,                  0.995,                0.79422,                0.76962,                0.35731,                 1.5917,              0.0023968,              0.0023968,              0.0023968
                    386,                0.30615,                0.25226,                 0.8861,                 0.9897,                      1,                  0.995,                0.80423,                0.76504,                0.34738,                 1.5561,               0.002377,               0.002377,               0.002377
                    387,                0.34252,                0.26138,                0.90305,                0.99085,                      1,                  0.995,                0.80009,                0.76554,                0.32911,                 1.5511,              0.0023572,              0.0023572,              0.0023572
                    388,                0.31016,                0.25842,                 0.9153,                0.99085,                      1,                  0.995,                0.80009,                0.76554,                0.32911,                 1.5511,              0.0023374,              0.0023374,              0.0023374
                    389,                0.31952,                0.25516,                0.91954,                0.99018,                      1,                  0.995,                0.80966,                0.76682,                0.34289,                 1.5449,              0.0023176,              0.0023176,              0.0023176
                    390,                0.31864,                0.24899,                0.89181,                0.98929,                      1,                  0.995,                 0.8174,                0.77284,                0.33241,                 1.5311,              0.0022978,              0.0022978,              0.0022978
                    391,                0.31485,                0.24035,                0.87841,                0.98994,                      1,                  0.995,                0.81805,                0.77136,                0.34683,                 1.5033,               0.002278,               0.002278,               0.002278
                    392,                0.31688,                0.26059,                0.89482,                0.98994,                      1,                  0.995,                0.81805,                0.77136,                0.34683,                 1.5033,              0.0022582,              0.0022582,              0.0022582
                    393,                0.29174,                0.23052,                0.86673,                0.99165,                      1,                  0.995,                0.81373,                0.78431,                0.33854,                 1.5124,              0.0022384,              0.0022384,              0.0022384
                    394,                0.32242,                0.23123,                0.88496,                0.99188,                      1,                  0.995,                0.81308,                0.78879,                 0.3532,                 1.5274,              0.0022186,              0.0022186,              0.0022186
                    395,                0.29121,                0.23018,                0.87182,                0.99034,                      1,                  0.995,                0.81933,                0.77663,                0.34387,                 1.5237,              0.0021988,              0.0021988,              0.0021988
                    396,                0.29299,                0.21299,                0.88417,                0.99034,                      1,                  0.995,                0.81933,                0.77663,                0.34387,                 1.5237,               0.002179,               0.002179,               0.002179
                    397,                0.27568,                0.23472,                0.88254,                 0.9901,                      1,                  0.995,                0.81714,                0.76251,                0.34567,                 1.5185,              0.0021592,              0.0021592,              0.0021592
                    398,                0.32381,                0.23305,                0.89037,                 0.9899,                      1,                  0.995,                0.81779,                0.76303,                0.34227,                 1.5193,              0.0021394,              0.0021394,              0.0021394
                    399,                0.30515,                 0.2193,                0.89429,                0.99146,                      1,                  0.995,                0.81443,                0.75986,                0.33993,                 1.5331,              0.0021196,              0.0021196,              0.0021196
                    400,                0.30105,                0.24186,                0.89017,                0.99146,                      1,                  0.995,                0.81443,                0.75986,                0.33993,                 1.5331,              0.0020998,              0.0020998,              0.0020998
                    401,                0.28523,                 0.2351,                0.87823,                0.99106,                      1,                  0.995,                0.82767,                0.75382,                 0.3345,                 1.5431,                0.00208,                0.00208,                0.00208
                    402,                0.34101,                0.27031,                0.90841,                0.99234,                      1,                  0.995,                0.82954,                0.74975,                0.31714,                   1.54,              0.0020602,              0.0020602,              0.0020602
                    403,                 0.3161,                0.23118,                0.85524,                0.99203,                      1,                  0.995,                0.81989,                0.73445,                0.31241,                 1.5462,              0.0020404,              0.0020404,              0.0020404
                    404,                 0.2835,                0.22453,                0.87517,                0.99203,                      1,                  0.995,                0.81989,                0.73445,                0.31241,                 1.5462,              0.0020206,              0.0020206,              0.0020206
                    405,                 0.2528,                0.22152,                0.86451,                0.99286,                      1,                  0.995,                0.82125,                0.73319,                0.30441,                 1.5349,              0.0020008,              0.0020008,              0.0020008
                    406,                0.28107,                0.22309,                0.88651,                0.99377,                      1,                  0.995,                0.82681,                0.74096,                0.32219,                 1.5375,               0.001981,               0.001981,               0.001981
                    407,                0.28357,                0.22775,                0.86988,                0.99346,                      1,                  0.995,                 0.8264,                0.74165,                 0.3213,                 1.5494,              0.0019612,              0.0019612,              0.0019612
                    408,                 0.2974,                 0.2347,                0.88322,                0.99346,                      1,                  0.995,                 0.8264,                0.74165,                 0.3213,                 1.5494,              0.0019414,              0.0019414,              0.0019414
                    409,                0.30987,                0.24673,                0.87756,                0.99112,                      1,                  0.995,                0.82708,                0.73203,                0.33126,                 1.5168,              0.0019216,              0.0019216,              0.0019216
                    410,                0.26179,                0.21076,                 0.8618,                0.98915,                      1,                  0.995,                0.83428,                0.72102,                 0.3286,                 1.4922,              0.0019018,              0.0019018,              0.0019018
                    411,                0.30953,                0.22775,                0.88757,                0.97611,                      1,                  0.995,                0.83854,                 0.7138,                0.34356,                 1.4755,               0.001882,               0.001882,               0.001882
                    412,                0.26499,                0.21159,                0.84538,                0.97611,                      1,                  0.995,                0.83854,                 0.7138,                0.34356,                 1.4755,              0.0018622,              0.0018622,              0.0018622
                    413,                0.30942,                0.23847,                0.88121,                0.96432,                      1,                  0.995,                0.83475,                0.71138,                  0.343,                 1.4683,              0.0018424,              0.0018424,              0.0018424
                    414,                 0.2668,                0.20297,                0.87133,                0.95639,                      1,                  0.995,                 0.8398,                0.71027,                0.34873,                 1.4491,              0.0018226,              0.0018226,              0.0018226
                    415,                0.27294,                0.20249,                0.86731,                0.96383,                      1,                  0.995,                 0.8366,                0.70797,                0.34828,                  1.461,              0.0018028,              0.0018028,              0.0018028
                    416,                 0.2755,                0.21387,                0.85532,                0.96383,                      1,                  0.995,                 0.8366,                0.70797,                0.34828,                  1.461,               0.001783,               0.001783,               0.001783
                    417,                0.27295,                0.21404,                0.87338,                0.96521,                      1,                  0.995,                 0.8398,                0.70772,                0.34251,                 1.5017,              0.0017632,              0.0017632,              0.0017632
                    418,                0.25943,                0.19317,                0.86361,                0.97839,                      1,                  0.995,                0.83953,                0.69902,                0.32902,                 1.5136,              0.0017434,              0.0017434,              0.0017434
                    419,                0.28577,                0.23406,                0.88579,                0.97752,                      1,                  0.995,                0.82948,                0.69976,                0.32802,                 1.5282,              0.0017236,              0.0017236,              0.0017236
                    420,                0.25795,                0.19833,                0.86949,                0.97752,                      1,                  0.995,                0.82948,                0.69976,                0.32802,                 1.5282,              0.0017038,              0.0017038,              0.0017038
                    421,                0.29305,                0.23286,                0.87065,                0.98787,                      1,                  0.995,                0.83603,                0.70339,                0.32452,                 1.5389,               0.001684,               0.001684,               0.001684
                    422,                0.25797,                0.20438,                0.88077,                0.99305,                      1,                  0.995,                0.83436,                0.70343,                0.31875,                 1.5449,              0.0016642,              0.0016642,              0.0016642
                    423,                0.25502,                0.19049,                 0.8659,                0.99555,                      1,                  0.995,                0.83394,                0.69614,                0.31354,                 1.5357,              0.0016444,              0.0016444,              0.0016444
                    424,                0.25005,                0.21715,                0.86876,                0.99555,                      1,                  0.995,                0.83394,                0.69614,                0.31354,                 1.5357,              0.0016246,              0.0016246,              0.0016246
                    425,                0.28813,                0.23801,                0.89629,                0.99628,                      1,                  0.995,                0.83865,                0.70926,                0.31868,                 1.5469,              0.0016048,              0.0016048,              0.0016048
                    426,                0.24995,                0.21872,                0.84516,                0.99667,                      1,                  0.995,                0.83935,                0.71865,                0.31171,                   1.56,               0.001585,               0.001585,               0.001585
                    427,                0.29266,                0.22277,                0.90133,                0.99609,                      1,                  0.995,                0.84013,                0.71528,                0.31336,                 1.5541,              0.0015652,              0.0015652,              0.0015652
                    428,                0.27245,                0.22834,                 0.8899,                0.99609,                      1,                  0.995,                0.84013,                0.71528,                0.31336,                 1.5541,              0.0015454,              0.0015454,              0.0015454
                    429,                0.25143,                 0.1985,                 0.8482,                0.99554,                      1,                  0.995,                0.84282,                0.71418,                0.33162,                 1.5475,              0.0015256,              0.0015256,              0.0015256
                    430,                0.27057,                0.20808,                0.87786,                0.99632,                      1,                  0.995,                0.83799,                0.71289,                0.32314,                 1.5295,              0.0015058,              0.0015058,              0.0015058
                    431,                 0.2539,                0.20138,                0.88475,                0.99662,                      1,                  0.995,                0.83318,                0.71121,                0.31869,                 1.5098,               0.001486,               0.001486,               0.001486
                    432,                0.26294,                0.20883,                0.86062,                0.99662,                      1,                  0.995,                0.83318,                0.71121,                0.31869,                 1.5098,              0.0014662,              0.0014662,              0.0014662
                    433,                 0.2606,                0.21615,                0.86024,                0.99643,                      1,                  0.995,                0.82938,                0.71139,                0.32017,                 1.5077,              0.0014464,              0.0014464,              0.0014464
                    434,                0.26682,                  0.227,                0.85728,                0.99653,                      1,                  0.995,                0.82766,                0.71586,                0.31658,                 1.5117,              0.0014266,              0.0014266,              0.0014266
                    435,                0.26835,                0.22431,                0.89437,                0.99689,                      1,                  0.995,                0.82691,                0.72434,                0.30164,                 1.4987,              0.0014068,              0.0014068,              0.0014068
                    436,                0.27088,                0.20244,                0.89986,                0.99689,                      1,                  0.995,                0.82691,                0.72434,                0.30164,                 1.4987,               0.001387,               0.001387,               0.001387
                    437,                0.24506,                0.19602,                0.86189,                 0.9971,                      1,                  0.995,                0.83091,                 0.7248,                0.30041,                 1.4895,              0.0013672,              0.0013672,              0.0013672
                    438,                0.27224,                0.22468,                0.88468,                0.99701,                      1,                  0.995,                0.83132,                0.72383,                0.29745,                 1.4811,              0.0013474,              0.0013474,              0.0013474
                    439,                0.25793,                0.22201,                 0.8741,                0.99675,                      1,                  0.995,                0.83169,                0.72415,                0.29942,                 1.4741,              0.0013276,              0.0013276,              0.0013276
                    440,                0.27919,                0.20889,                 0.8823,                0.99675,                      1,                  0.995,                0.83169,                0.72415,                0.29942,                 1.4741,              0.0013078,              0.0013078,              0.0013078
                    441,                0.23793,                0.18842,                0.85326,                0.99638,                      1,                  0.995,                0.83021,                0.72207,                0.29897,                 1.4727,               0.001288,               0.001288,               0.001288
                    442,                0.28625,                0.22166,                0.89656,                0.99603,                      1,                  0.995,                0.83548,                0.71133,                0.29253,                 1.4616,              0.0012682,              0.0012682,              0.0012682
                    443,                0.21885,                0.18917,                0.85984,                0.99503,                      1,                  0.995,                0.83127,                0.71158,                0.29361,                 1.4619,              0.0012484,              0.0012484,              0.0012484
                    444,                0.24964,                0.20666,                0.86777,                0.99503,                      1,                  0.995,                0.83127,                0.71158,                0.29361,                 1.4619,              0.0012286,              0.0012286,              0.0012286
                    445,                 0.2886,                0.20395,                0.90005,                0.99453,                      1,                  0.995,                0.83142,                0.71933,                0.29582,                 1.4745,              0.0012088,              0.0012088,              0.0012088
                    446,                 0.2542,                0.19582,                0.84206,                0.99341,                      1,                  0.995,                0.83269,                0.72292,                0.29985,                 1.4695,               0.001189,               0.001189,               0.001189
                    447,                0.24329,                0.20211,                0.86888,                0.99316,                      1,                  0.995,                0.82993,                0.71856,                0.30981,                 1.4596,              0.0011692,              0.0011692,              0.0011692
                    448,                0.23368,                0.18162,                0.85396,                0.99316,                      1,                  0.995,                0.82993,                0.71856,                0.30981,                 1.4596,              0.0011494,              0.0011494,              0.0011494
                    449,                0.26658,                0.21132,                0.88799,                0.99568,                      1,                  0.995,                0.82622,                0.72268,                0.30515,                 1.4656,              0.0011296,              0.0011296,              0.0011296
                    450,                0.24993,                0.18575,                0.86674,                0.99689,                      1,                  0.995,                0.82613,                0.73066,                0.30178,                 1.4803,              0.0011098,              0.0011098,              0.0011098
                    451,                0.23775,                0.18435,                0.85915,                0.99724,                      1,                  0.995,                0.82527,                0.73048,                0.30429,                 1.4916,                0.00109,                0.00109,                0.00109
                    452,                0.25742,                0.20071,                0.88793,                0.99724,                      1,                  0.995,                0.82527,                0.73048,                0.30429,                 1.4916,              0.0010702,              0.0010702,              0.0010702
                    453,                0.26329,                0.18925,                0.89441,                0.99724,                      1,                  0.995,                 0.8239,                0.72849,                0.29788,                 1.4851,              0.0010504,              0.0010504,              0.0010504
                    454,                0.25688,                0.20573,                0.86241,                0.99723,                      1,                  0.995,                0.82506,                  0.721,                0.29415,                 1.4707,              0.0010306,              0.0010306,              0.0010306
                    455,                 0.2453,                0.20885,                0.89088,                0.99714,                      1,                  0.995,                0.82849,                0.72355,                0.29073,                 1.4824,              0.0010108,              0.0010108,              0.0010108
                    456,                0.27262,                0.21712,                0.86311,                0.99714,                      1,                  0.995,                0.82849,                0.72355,                0.29073,                 1.4824,               0.000991,               0.000991,               0.000991
                    457,                 0.2415,                0.20843,                0.86943,                0.99715,                      1,                  0.995,                0.83265,                0.72515,                0.28903,                 1.4866,              0.0009712,              0.0009712,              0.0009712
                    458,                 0.2133,                0.17361,                0.84461,                0.99726,                      1,                  0.995,                0.83126,                0.72798,                0.28886,                 1.4919,              0.0009514,              0.0009514,              0.0009514
                    459,                0.25377,                0.18636,                0.88749,                0.99724,                      1,                  0.995,                0.83118,                 0.7262,                 0.2841,                  1.512,              0.0009316,              0.0009316,              0.0009316
                    460,                0.22638,                 0.1857,                 0.8535,                0.99724,                      1,                  0.995,                0.83118,                 0.7262,                 0.2841,                  1.512,              0.0009118,              0.0009118,              0.0009118
                    461,                0.24559,                0.18393,                0.87701,                0.99731,                      1,                  0.995,                0.82882,                0.73295,                0.28907,                 1.5207,               0.000892,               0.000892,               0.000892
                    462,                0.24483,                0.18509,                0.88236,                0.99737,                      1,                  0.995,                0.82963,                0.72663,                 0.2902,                 1.4997,              0.0008722,              0.0008722,              0.0008722
                    463,                0.23053,                0.19742,                0.86403,                0.99738,                      1,                  0.995,                0.83071,                0.71914,                0.28969,                 1.4866,              0.0008524,              0.0008524,              0.0008524
                    464,                0.22421,                0.17771,                0.83854,                0.99738,                      1,                  0.995,                0.83071,                0.71914,                0.28969,                 1.4866,              0.0008326,              0.0008326,              0.0008326
                    465,                0.21858,                0.18414,                0.84747,                0.99737,                      1,                  0.995,                0.83226,                0.71534,                0.29194,                 1.4762,              0.0008128,              0.0008128,              0.0008128
                    466,                0.22116,                0.17753,                0.88869,                0.99738,                      1,                  0.995,                0.83069,                0.70424,                0.29994,                 1.4504,               0.000793,               0.000793,               0.000793
                    467,                0.25104,                0.21336,                 0.8732,                0.99742,                      1,                  0.995,                0.83368,                0.69809,                0.30277,                 1.4322,              0.0007732,              0.0007732,              0.0007732
                    468,                0.24668,                0.18747,                0.86852,                0.99742,                      1,                  0.995,                0.83368,                0.69809,                0.30277,                 1.4322,              0.0007534,              0.0007534,              0.0007534
                    469,                0.23963,                0.20645,                0.87661,                0.99737,                      1,                  0.995,                0.83475,                0.69305,                0.29508,                 1.4069,              0.0007336,              0.0007336,              0.0007336
                    470,                0.22302,                0.18422,                0.86266,                0.99737,                      1,                  0.995,                0.84026,                0.69009,                0.29843,                 1.3928,              0.0007138,              0.0007138,              0.0007138
                    471,                0.24565,                 0.1879,                0.86278,                0.99737,                      1,                  0.995,                0.84077,                0.69819,                0.29536,                 1.3941,               0.000694,               0.000694,               0.000694
                    472,                0.21856,                0.15902,                0.85667,                0.99737,                      1,                  0.995,                0.84077,                0.69819,                0.29536,                 1.3941,              0.0006742,              0.0006742,              0.0006742
                    473,                0.23936,                0.19392,                0.85469,                0.99738,                      1,                  0.995,                0.83863,                0.70537,                0.29484,                 1.4048,              0.0006544,              0.0006544,              0.0006544
                    474,                0.21741,                0.18284,                0.84687,                0.99738,                      1,                  0.995,                0.83305,                0.70643,                0.30303,                  1.408,              0.0006346,              0.0006346,              0.0006346
                    475,                0.22114,                0.17936,                0.86493,                0.99735,                      1,                  0.995,                0.84183,                0.70387,                0.29804,                 1.4117,              0.0006148,              0.0006148,              0.0006148
                    476,                0.24065,                0.17985,                0.85829,                0.99735,                      1,                  0.995,                0.84183,                0.70387,                0.29804,                 1.4117,               0.000595,               0.000595,               0.000595
                    477,                0.21279,                0.16763,                0.87371,                0.99724,                      1,                  0.995,                0.83257,                0.70124,                0.30114,                 1.4095,              0.0005752,              0.0005752,              0.0005752
                    478,                0.22114,                0.17572,                0.87654,                0.99721,                      1,                  0.995,                0.84023,                0.70065,                0.30742,                 1.4109,              0.0005554,              0.0005554,              0.0005554
                    479,                0.23148,                 0.2013,                0.86874,                0.99706,                      1,                  0.995,                0.82715,                0.70207,                0.30701,                 1.4168,              0.0005356,              0.0005356,              0.0005356
                    480,                0.23665,                0.18953,                0.87637,                0.99706,                      1,                  0.995,                0.82715,                0.70207,                0.30701,                 1.4168,              0.0005158,              0.0005158,              0.0005158
